           1.000         181.000          21.000         191.000          14.849         135.057          51.000         121.000
           1.000         181.000           1.000         221.000            .707         156.271          71.000         151.000
           1.000          71.000          71.000         221.000          50.205         156.271          71.000         151.000
           1.000         101.000          71.000         211.000          50.205         149.200          61.000         141.000
           1.000         171.000          31.000         151.000          21.920         106.773          61.000         131.000
           1.000         231.000          11.000         291.000           7.778         205.768          71.000         171.000
           1.000          91.000          31.000         231.000          21.920         163.342          71.000         141.000
       10000.000       -1000.000       10000.000       -1000.000        7071.068        -707.107       10000.000       -1000.000
           1.000         151.000          11.000         291.000           7.778         205.768          81.000         141.000
         251.000         251.000           1.000           1.000            .707            .707          81.000         131.000
           1.000         361.000           1.000         291.000            .707         205.768          61.000         111.000
           1.000          81.000          21.000         191.000          14.849         135.057          71.000         131.000
