 -7.64885853  3.  36. -17.5779904 -58.8792984  19.  1379.24 1
 -7.11022746  3.  35. -126.836875 -61.769308  59.  895.575 2
 -7.07103191  3.  35.  148.915997  31.2507161  101.  1084.64 2
 -7.05323432  3.  35.  8.67280151  58.2507039  57.  1032.28 3
